index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
175,"['investigating', 'mother', 'claim', 'toddler', 'hair']","['investigating', 'mother', 'claim', 'toddler', 'hair', 'pulled', 'scalp', 'federal', 'way', 'daycare', 'log', 'full', 'access', 'weekly', 'using']",Seattle Weekly,2019-03-01 00:00:00,0.35,0.55,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
176,"['capitol', 'hill', '12th', 'ave', 'art', 'hoped', 'sign', 'thing']","['office', 'space', 'capitol', 'hill', 'housing', 'several', 'organization', 'built', 'parking', 'east', 'precinct']",CHS Capitol Hill Seattle,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
177,"['based', 'u', 'custom', 'k', '9', 'handler', 'charged', '3', 'count', 'child', 'molestation']","['christian', 'hauserman', '48', 'arrested', 'thursday', 'following', 'investigation', 'federal', 'way', 'allegation', 'molested']",KOMO,2019-03-01 00:00:00,0.0,0.05,Q1,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
178,"['10', 'found', 'amber', 'alert', 'canceled']","['anyone', 'see', 'either', 'alissa', 'brooke', 'local', 'law', 'enforcement', 'phoned', 'nampa', '208', '465', '2206']",MyNorthwest.com,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
179,"['vancouver', 'identify', 'shot']","['release', 'issued', 'saturday', 'involved', 'christopher', 'douville', '34', 'andrew', 'dunbar', '28']",KOMO News,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
180,"['famous', 'landmark', 'became', 'home', 'homeless', 'cleaning']","['hidden', 'tourist', 'attraction', 'troll', 'lurking', 'observed', 'camp', 'represented', 'public']",KOMO,2019-03-01 00:00:00,-0.08333333333333333,0.19999999999999998,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
181,"['update', 'motorcycle', 'rider', 'seriously', 'injured', 'admiral', 'way']","['10', '13', 'pm', 'investigating', 'incident', 'motorcycle', 'rider', 'hurt', 'admiral', 'way', 'hill', 'north', 'west', 'bridge', 'map']",West Seattle Blog...,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
182,"['china', 'ban', 'plastic', 'paper', 'waste', 'impact', 'recycling']","['recycling', 'dead', 'well', 'good', 'alive', 'definitely', 'different', 'day', 'outreach', 'planner', 'public', 'utility', 'becca', 'fong', 'told']",MyNorthwest.com,2019-03-01 00:00:00,0.12,0.4133333333333334,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
183,"['video', 'stolen', 'car', 'crash', 'burn', 'arbor', 'height', 'driver', 'flees']","['delridge', '1753', 'west', 'weather', '1739', 'west', '1625', 'became', 'friend', 'used', 'west']",West Seattle Blog...,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
184,"['career', 'chess', 'louisa', 'boren', 'stem', 'k', '8', 'student', 'get']","['visitor', 'detective', 'cookie', 'chess', 'club', 'fame', 'organizer', 'hayward', 'coleman', 'anisha', 'noriega', 'edd', 'hampton', 'day', 'also', 'included']",West Seattle Blog…,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
185,"['safety', 'west', 'crosswalk', 'concern', 'addressed']","['sdot', 'problem', 'problem', 'entitled', 'people', 'driving', 'car', 'however', 'want', 'regard', 'others', 'need']",West Seattle Blog…,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
186,"['kshama', 'sawant', 'used', '250k', 'money', 'defend', 'cop', 'suit']","['judge', 'sawant', 'identify', 'cop', 'name', 'statement', 'reference', 'general']",MyNorthwest.com,2019-03-01 00:00:00,0.05000000000000002,0.5,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
187,"['training', 'day', 'bias', 'free', 'policing']","['martin', 'welte', 'instructor', 'asked', 'student', 'move', 'spot', 'relative', 'belief', 'statement']",Northwest Asian Weekly,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
188,"['uw', 'chief', 'reassigned', 'amid', 'tension', 'within']","['university', 'washington', 'chief', 'john', 'vinson', 'leaving', 'position', 'office', 'professional', 'accountability']",The Seattle Times,2019-04-01 00:00:00,0.1,0.1,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
189,"['suspect', 'arrested', 'unprovoked', 'attack', 'monk', 'burien', 'gas', 'station']","['recognized', 'suspect', 'photo', 'released', 'burien', 'social', 'medium', 'monk', 'suffered', 'hearing', 'loss', 'body']",The Seattle Times,2019-04-01 00:00:00,0.03333333333333333,0.06666666666666667,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,objective,neutral,objective
190,"['arrest', 'early', 'morning', 'south', 'park', 'arson']","['arson', 'bomb', 'squad', 'conducting', 'investigation', 'arrest', 'following', 'arson', 'south', 'park', 'shed', 'earlier']",KIRO-TV,2019-04-01 00:00:00,-0.016666666666666666,0.19999999999999998,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,negative,objective,neutral,objective
191,"['former', 'chief', 'john', 'diaz', 'temporarily', 'oversee', 'king', 'county', 'jail']","['diaz', 'began', 'career', 'patrol', '1980', 'becoming', 'chief', 'served', 'deputy', 'chief', 'managing', '1', '900']",The Seattle Times,2019-04-01 00:00:00,0.45,0.8500000000000001,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
192,"['adah', 'cruzen', 'honored', 'westsider', 'chamber']","['chief', 'carmen', 'best', 'spoke', 'event', 'chief', 'best', 'spoke', 'recent', 'accomplishment', 'vision']",Westside Seattle,2019-04-01 00:00:00,0.6666666666666666,0.2833333333333333,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
193,"['state', 'house', 'approves', 'allowing', 'use', 'traffic', 'enforcement', 'camera', 'crosswalk', 'bus', 'lane']","['durkan', 'praised', 'vote', 'monday', 'evening', 'traffic', 'camera', 'would', 'free', 'resource', 'allow', 'address', 'public', 'safety']",The Seattle Times,2019-04-01 00:00:00,0.2,0.43333333333333335,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
194,"['charged', 'south', 'carolina', 'hospital']","['arrest', 'warrant', 'issued', 'thursday', 'night', 'patterson', 'dragged', 'father', 'gunpoint', 'across', 'waiting', 'room', 'greenville', 'health', 'authority']",The Seattle Times,2019-04-01 00:00:00,-0.05,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
195,"['3', 'running', 'council']","['brendan', 'kolding', 'resigned', 'run', 'district', '1', 'seat', 'incumbent', 'lisa', 'herbold']",KING 5,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
196,"['remove', 'controversial', 'watchtower', 'parking', 'lot']","['south', 'watchtower', 'removed', '30', 'foot', 'tall', 'watchtower', 'positioned', 'local', 'grocery', 'store', 'removed']",Q13 FOX,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
197,"['make', 'arrest', 'fatal', 'carjacking', 'kent']","['kent', 'wednesday', 'morning', 'made', 'arrest', 'fatal', 'carjacking', '38', 'jered', 'sperling', 'suspect', 'identified', '23']",KIRO-TV,2019-04-01 00:00:00,-0.05,0.0,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,objective,neutral,objective
198,"['ballard', 'rape', 'survivor', 'speaks', 'leader']","['survived', 'violent', 'sexual', 'assault', 'ballard', 'pointing', 'recently', 'mayor', 'leader']",Q13 FOX,2019-04-01 00:00:00,-0.10000000000000002,0.6944444444444445,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
199,"['fire', 'central', 'district', 'intentionally', 'set', 'investigator']","['conducting', 'follow', 'investigation', 'anyone', 'information', 'fire', 'asked']",KIRO-TV,2019-04-01 00:00:00,0.0,0.0,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,neutral,objective,neutral,objective
200,"['king', 'county', 'homicide', '2018', 'troubling', 'trend', 'homeless', 'case', 'random', 'killing']","['august', 'discovered', 'body', '55', 'estyl', 'hall', 'jr', 'covered', 'people', 'living', 'outdoors']",The Seattle Times,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
201,"['cop', 'least', '16', 'people', 'king', 'county']","['story', 'cop', 'king', 'county', 'whether', 'bellevue', 'king', 'county', 'sheriff', 'office', 'etc']",The Stranger,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
202,"['rantz', 'dangerously', 'low', 'patrol', 'lake', 'tested', 'limit']","['last', 'experienced', 'historically', 'large', 'number', 'leave', 'force', 'number', 'continue', 'grow']",MyNorthwest.com,2019-04-01 00:00:00,0.33809523809523806,0.46507936507936504,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
203,"['search', 'suspected', 'stealing', 'purse', 'rainier', 'valley']","['crime', 'happening', 'rainier', 'valley', '90', 'border', 'renton', 'photo', 'credit', 'robber']",KOMO,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
204,"['charge', 'filed', 'oklahoma', 'racist', 'vandalism']","['johnson', 'arrested', 'april', '4', 'turned', 'norman', 'probable', 'cause', 'affidavit', 'state']",The Seattle Times,2019-04-01 00:00:00,0.0,0.0,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
205,"['missing', 'autistic', 'found']","['thanks', 'everyone', 'keeping', 'eye', 'searching', 'part', 'autistic', 'gone', 'missing']",KOMO,2019-04-01 00:00:00,-0.06666666666666667,0.15,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
206,"['arrest', 'rat', 'hunting', 'near', 'interstate', '90']","['sunday', 'arrested', 'rat', 'airsoft', 'rifle', 'greenbelt', 'near', 'interstate', '90', 'blotter']",MyNorthwest.com,2019-04-01 00:00:00,0.1,0.4,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,positive,objective,neutral,objective
207,"['get', 'third', 'straight', 'month', 'record', 'breaking', 'weather', 'april']","['major', 'weather', 'event', 'quickly', 'become', 'norm', '2019', 'capped', 'record', 'setting', 'stretch', 'april', 'rain']",MyNorthwest.com,2019-04-01 00:00:00,0.19791666666666666,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
208,"['activist', 'rally', 'chase', 'bank', 'alleged', 'fossil', 'fuel', 'investment']","['eleven', 'activist', 'group', 'protested', 'outside', '44', 'jpmorgan', 'chase', 'make', 'single', 'arrest', 'part']",KOMO,2019-04-01 00:00:00,-0.04047619047619048,0.0880952380952381,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
209,"['lyft', 'driver', 'charged', 'sexual', 'assault', 'bellevue', 'seatac', 'investigation', 'rape', 'kirkland']","['court', 'document', 'news', 'release', 'bellevue', 'shakir', 'also', 'investigation', 'rape', 'kirkland']",The Seattle Times,2019-04-01 00:00:00,0.0,0.0,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,neutral,objective,neutral,objective
210,"['liquor', 'flow', 'blood', 'spill', 'prohibition']","['shocking', 'turn', 'event', 'given', 'prominent', 'member', 'immediately', 'dismissed']",The Seattle Times,2019-04-01 00:00:00,-0.25,1.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
211,"['lojack', 'sheriff', 'helicopter']","['saturday', 'night', 'searching', 'street', 'south', 'e', 'madison', 'want', 'find', 'stolen', 'car', 'spokesperson', 'tell', 'chs']",CHS Capitol Hill Seattle,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
212,"['may', 'day', 'primer', 'labor', 'immigrant', 'right', 'rally', 'history']","['164of675a', 'lone', 'anarchist', 'center', 'yell', 'field', 'press', 'conference', 'member', 'local', 'medium', 'may', 'day', 'wednesday']",Seattle PI,2019-04-01 00:00:00,-0.05,0.05,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
213,"['bainbridge', 'island', 'missing', '81', 'dementia', 'found', 'safe']","['4', '20', 'update', 'saturday', 'bainbridge', 'island', '81', 'mary', 'beth', 'blanchard', 'found', 'safe', 'previous', 'coverage']",KIRO-TV,2019-04-01 00:00:00,0.16666666666666669,0.3333333333333333,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
214,"['despite', 'recent', 'cd', 'capitol', 'hill']","['official', 'done', 'curb', 'gun', 'violence', 'statistic', 'show', 'effort', 'might', 'working']",CHS Capitol Hill Seattle,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
215,"['excessive', 'force', 'lawsuit', 'died', 'issaquah']","['issaquah', 'family', 'suing', 'issaquah', 'using', 'excessive', 'force', 'lawyer', '66', 'spoke', 'chinese', 'died']",KIRO-TV,2019-04-01 00:00:00,-0.125,0.5,Q2,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,negative,subjective,negative,subjective
216,"['intercept', 'human', 'trafficking', 'victim', 'colman', 'dock']","['total', '33', 'men', 'arrested', 'relation', 'league', '2016', '2017', 'operation', 'demand', 'partnership', 'bellevue']",MyNorthwest.com,2019-04-01 00:00:00,0.0,0.75,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,subjective,neutral,objective
217,"['american', 'flag', 'design', 'car', 'divide', 'southern', 'california']","['undated', 'photo', 'provided', 'laguna', 'beach', 'show', 'newly', 'decorated', 'suv', 'patrol', 'vehicle', 'laguna', 'beach', 'calif']",KING 5,2019-04-01 00:00:00,0.13636363636363635,0.45454545454545453,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
218,"['kent', 'called', '911', 'disappeared', '10']","['reported', 'three', 'case', '1979', '1988', 'shocked', 'right', 'alexander']",The Seattle Times,2019-04-01 00:00:00,-0.20714285714285713,0.6678571428571429,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
219,"['3', 'hit', 'kirkland', 'safeway', 'parking', 'lot']","['rob', 'saloum', 'kirkland', 'several', 'close', 'friend', 'family', '3', 'twin', 'holding', 'brother']",KIRO-TV,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
220,"['guardian', 'helicopter', 'crew', 'update', 'west']","['guardian', 'helicopter', 'crew', 'update', 'west', 'block', 'watch', 'featuring', 'representative', 'sfd', 'dozen', 'table']",West Seattle Blog…,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
221,"['video', 'show', 'tukwila', 'power', 'pole', 'snapping', 'like', 'matchstick']","['light', 'released', 'video', 'showing', 'beginning', 'tukwila', 'show', 'power', 'pole', 'impaling', 'car']",The Seattle Times,2019-04-01 00:00:00,0.4,0.7,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,positive,subjective,neutral,objective
222,"['traffic', 'sr', '99', 'tunnel', 'overall', 'peak', 'time']","['assistant', 'chief', 'steve', 'hirjak', 'main', 'goal', 'keep', 'traffic', 'moving', 'taking', 'ticket', 'table']",Seattle PI,2019-04-01 00:00:00,0.16666666666666666,0.3333333333333333,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
223,"['parking', 'still', 'use', 'chalk', 'car', 'tire']","['still', 'chalk', 'sergeant', 'sean', 'whitcomb', 'still', 'fashioned', 'way']",MyNorthwest.com,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
224,"['dozen', 'shot', 'reported', 'injury', 'shootout', 'near', '23rd']","['rushed', 'reported', 'scene', 'near', '23rd', 'main', 'chs', 'reported', 'effort', 'curb', 'gun', 'violence']",CHS Capitol Hill Seattle,2019-04-01 00:00:00,0.13333333333333333,0.3666666666666667,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
225,"['puyallup', 'arrest', 'masked', 'indecent', 'exposure', 'trespassing', 'posting', 'special', 'bulletin']","['update', 'masked', 'spotted', 'prowling', 'puyallup', 'retirement', 'community', 'arrested', 'someone', 'recognized', 'clothing', 'sent']",KIRO-TV,2019-04-01 00:00:00,0.0,0.0,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
226,"['prowler', 'rifle', 'caught', 'video', 'trying', 'get', 'newcastle']","['may', '1', '2019', 'update', 'newcastle', 'tweeted', 'wednesday', 'may', 'prowled', 'home', 'bellevue', 'addition', 'home', 'newcastle']",KIRO-TV,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
227,"['charge', 'filed', '31', 'alleged', 'hate', 'crime', 'capitol', 'hill']","['located', 'individual', 'area', 'matching', 'jones', 'description', 'victim', 'identified']",KIRO-TV,2019-04-01 00:00:00,-0.037500000000000006,0.225,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
228,"['bremerton', 'search', 'missing', '30']","['bremerton', 'wash', 'bremerton', 'public', 'help', 'locating', 'missing', 'took']",KIRO-TV,2019-04-01 00:00:00,-0.1,0.058333333333333334,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
229,"['neighborhood', 'push', 'back', 'attorney', 'harsh', 'letter']","['last', 'time', 'erin', 'goodman', 'chatted', 'attorney', 'pete', 'holmes', 'office', 'friday', 'february', 'release', 'report']",MyNorthwest.com,2019-04-01 00:00:00,0.0,0.06666666666666667,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
230,"['texas', 'men', 'jailed', 'murder', 'charge', 'death', 'mother']","['san', 'antonio', 'matthew', 'dempsey', 'arrested', 'tuesday', 'death', 'mother', 'mary', 'dempsey', 'second', 'suspect', '18', 'daniel', 'saucedo']",The Seattle Times,2019-04-01 00:00:00,0.0,0.0,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,neutral,objective,neutral,objective
231,"['official', 'nearly', '1', '3', '2018', 'homicide', 'victim', 'homeless']","['type', 'violent', 'crime', 'also', 'rise', '2017', '2018', 'reported', 'ten', 'percent', 'rise', 'robbery', 'seven', 'percent', 'rise']",Q13 FOX,2019-04-01 00:00:00,-0.4,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
232,"['central', 'college', 'cope', 'racist', 'vandalism']","['classify', 'vandalism', 'hate', 'crime', 'first', 'however', 'image', 'depicted', 'lynching', 'along', 'word']",Seattle Spectator,2019-04-01 00:00:00,-0.275,0.6166666666666667,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
233,"['king', 'county', 'want', 'end', 'deportation', 'flight', 'ice']","['county', 'official', 'gathered', 'king', 'county', 'international', 'airport', 'south', 'georgetown', 'neighborhood', 'april', '23', 'press', 'conference']",Seattle Weekly,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
234,"['suspect', 'cowlitz', 'deputy', 'slaying', 'half', 'brother', 'rainier', 'chief', 'killer']","['brian', 'butt', 'sgt', 'rich', 'fletcher', 'detective', 'tim', 'gower', 'kelso', 'placed', 'paid', 'administrative']",The Seattle Times,2019-04-01 00:00:00,0.375,0.75,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
235,"['3', 'men', 'arrested', 'connection', 'slain', 'botched', 'burglary']","['arrested', 'three', 'men', 'past', 'week', 'connection', 'botched', 'burglary', 'led', 'murder']",Seattle PI,2019-04-01 00:00:00,-0.25,0.25,Q2,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,objective,neutral,objective
236,"['rantz', 'conservative', 'college', 'student', 'harassed', 'stalked', 'activist']","['much', 'incident', 'caught', 'surveillance', 'camera', 'confirmed', 'monday', 'open', 'case']",MyNorthwest.com,2019-04-01 00:00:00,0.20000000000000004,0.5666666666666667,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
237,"['sea', 'tac', 'official', 'explain', 'long', 'trek', 'light', 'rail', 'station', 'airport']","['port', 'sound', 'transit', 'v', 'shape', 'airport', 'terminal', 'allow', 'light', 'rail', 'train', 'maintain', 'direct', 'speed', 'path']",MyNorthwest.com,2019-04-01 00:00:00,0.3,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
238,"['may', 'day', '2019', 'brings', '20th', 'annual', 'march']","['backing', 'past', 'containment', 'strategy', 'usually', 'pushed', 'protester', 'quiet', 'may', 'day', 'capitol', 'hill', 'intervention']",CHS Capitol Hill Seattle,2019-04-01 00:00:00,-0.16666666666666666,0.27777777777777773,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
239,"['accused', 'lake', 'pleads', 'guilty', '5', 'charge']","['shared', 'photo', 'bullet', 'hole', 'bus', 'people', 'injured', 'wednesday', 'march', '28']",Seattle PI,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
240,"['ballard', 'break', 'force', 'business', 'beef', 'security']","['business', 'across', 'ballard', 'beefing', 'security', 'growing', 'number', 'asked']",Q13 FOX,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
241,"['customer', 'flock', 'coffee', 'shop', 'support', 'family', 'slain', 'cowlitz', 'county', 'deputy']","['kelso', 'sgt', 'kevin', 'tate', 'asked', 'council', 'tuesday', 'night', 'consider', 'additional', 'measure', 'keep', 'local', 'safe', 'improving', 'security']",The Seattle Times,2019-04-01 00:00:00,0.25,0.25,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
242,"['spring', 'break', 'denny', 'international', 'middle', 'school']","['blessed', 'critical', 'support', 'provided', 'u', 'free', 'transportation', 'four', 'amazing', 'serve']",West Seattle Blog…,2019-04-01 00:00:00,0.3333333333333333,0.8333333333333334,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
243,"['trump', 'sanctuary', 'tweet', 'draw', 'reaction', 'burien']","['mayor', 'jenny', 'durkan', 'burien', 'mayor', 'jimmy', 'matta', 'responding', 'would', 'fearful', 'calling', 'matta']",KOMO,2019-04-01 00:00:00,-0.9,1.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
244,"['ymca', 'snohomish', 'county', 'targeted', 'gas', 'thief']","['stanwood', 'snoco', 'org', 'news', 'kiro', '7', 'long', 'awaited', 'mcmenamins', 'elk', 'temple', 'open', '12', 'missing']",KIRO-TV,2019-04-01 00:00:00,-0.08333333333333333,0.3166666666666667,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
245,"['home', 'alone', 'surprised', 'suspect', 'crime', 'spree']","['home', 'sick', 'school', 'manner', 'moved', 'toward', 'case', 'investigation', 'report']",KIRO-TV,2019-04-01 00:00:00,-0.7142857142857143,0.8571428571428571,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,negative,subjective,neutral,objective
