,title,desc,date,quarter,cluster
543,"['attacked', 'pitchfork', 'ballard']","['daniel', 'aaron', 'kuchta', '28', 'charged', 'second', 'degree', 'assault', 'allegedly', 'trying', 'stab', 'pitchfork']",2019-08-01 00:00:00,Q3,3
544,"['driver', 'caught', 'playing', 'pokemon', 'go', '8', 'phone', 'along', 'washington', 'hwy']","['pokemon', 'game', 'make', 'nervous', 'entrepreneurial', 'area', 'driver', 'offered', 'drive', 'player', 'around', 'different', 'stop', '20']",2019-08-01 00:00:00,Q3,3
545,"['found', 'guilty', 'blinding', 'mount', 'vernon']","['verdict', 'mcclaughry', '30', 'veteran', 'mount', 'vernon', 'felt', 'relieved', 'think', 'anymore']",2019-08-01 00:00:00,Q3,3
546,"['lake', 'stevens', 'sue', 'raided']","['lake', 'stevens', 'suing', 'team', 'snohomish', 'county', 'sheriff', 'office', 'burst', 'home']",2019-08-01 00:00:00,Q3,5
547,"['slain', 'family', 'sue', 'tacoma', 'saying', 'death', 'highly', 'preventable']","['johnson', 'would', 'leave', 'tpd', 'notified', 'lawsuit', 'johnson', 'ultimately', 'leave', 'mall', 'tacoma']",2019-08-01 00:00:00,Q3,7
548,"['rantz', 'rehab', 'cop', 'fired', 'self', 'reporting', 'marijuana', 'use']","['fired', 'young', 'self', 'reported', 'symptom', 'depression', 'addiction', 'marijuana']",2019-08-01 00:00:00,Q3,3
549,"['court', 'document', 'reveal', 'detail', 'alleged', 'assault', 'renton']","['renton', 'tanuj', 'soni', 'charged', 'fourth', 'degree', 'assault', 'de', 'moines', 'able', 'locate', 'text', 'soni']",2019-08-01 00:00:00,Q3,3
550,"['address', 'gun', 'violence', 'downtown', 'going', 'drug', 'dealer']","['involved', 'three', 'incident', 'working', 'west', 'precinct', 'anti', 'crime', 'team', 'act', 'spent', 'much']",2019-08-01 00:00:00,Q3,3
551,"['investigate', '20', 'fatally', 'stabbed', 'university', 'district']","['statement', 'king', 'county', 'medical', 'examiner', 'office', 'identified', 'thursday', '20', 'john', 'j', 'miller']",2019-08-01 00:00:00,Q3,3
552,"['guild', 'vp', 'mike', 'solan', 'vote', 'council', 'office']","['reply', 'twitter', 'account', 'simply', 'advised', 'instead', 'earned', 'accusation', 'tone', 'deafness', 'twitter', 'user', 'however']",2019-08-01 00:00:00,Q3,3
553,"['child', 'found', 'amber', 'alert', 'issued', 'ocean', 'shore']","['ocean', 'shore', 'issued', 'amber', 'alert', '5', 'timothy', 'cooper', 'taken', 'non', 'custodial', 'father']",2019-08-01 00:00:00,Q3,3
554,"['king', 'county', 'author', 'ijeoma', 'oluo', 'targeted', 'swatting', 'hoax']","['launching', 'public', 'awareness', 'campaign', 'week', 'counter', 'phenomenon', 'called', 'swatting', 'swatting', 'involves', 'someone', 'reporting']",2019-08-01 00:00:00,Q3,3
555,"['mother', 'son', 'found', 'dead', 'outside', 'de', 'moines', 'residence', 'apparent', 'murder', 'suicide']","['de', 'moines', 'acquaintance', 'family', 'come', 'check', 'mother', 'son', 'called', '911', 'found', 'body']",2019-08-01 00:00:00,Q3,3
556,"['get', 'lane', 'transit', 'rider', 'wave', 'car', 'bus', 'lane']","['transportation', 'sdot', 'demonstrator', 'risking', 'safety']",2019-08-01 00:00:00,Q3,3
557,"['strangled', 'mother', 'left', 'body', 'part', 'trash', 'thurston', 'county', 'prosecutor']","['amara', 'j', 'lundy', '23', 'arrested', 'suspicion', 'first', 'degree', 'murder', 'monday', 'following', 'interview', 'court', 'tuesday', 'court', 'commissioner', 'rebekah', 'zinn']",2019-08-01 00:00:00,Q3,2
558,"['grand', 'jury', 'charge', 'witness', 'lying', 'suspect', '2001', 'slaying', 'federal', 'prosecutor', 'thomas', 'wale']","['homicide', 'wale', 'worked', 'u', 'attorney', 'office', 'including', 'fbi', 'agent', 'detective']",2019-08-01 00:00:00,Q3,3
559,"['mount', 'vernon', 'mayor', 'testifies', 'trial', 'accused']","['boudreau', 'spent', 'eight', 'working', 'mount', 'vernon', 'including', 'time', 'crime', 'prevention', 'community', 'service']",2019-08-01 00:00:00,Q3,3
560,"['seize', 'meth', 'crack', 'cocaine', 'north', 'home']","['seized', 'drug', 'cash', 'investigating', 'burglary', 'north', 'thursday']",2019-08-01 00:00:00,Q3,3
561,"['arrested', 'following', 'pursuit', 'west']","['west', 'arrested', 'west', 'parking', 'enforcement', 'spotted', 'stolen']",2019-08-01 00:00:00,Q3,2
562,"['investigate', '2', 'separate', 'deadly', 'tacoma']","['anyone', 'information', 'give', 'second', 'involved', '38', 'shot', 'east']",2019-08-01 00:00:00,Q3,6
563,"['everett', 'longer', 'believe', 'cat', 'intentionally', 'mutilated', 'animal', 'predator', 'suspected']","['based', 'case', 'review', 'detective', 'assigned', 'case', 'led', 'believe', 'someone', 'mutilating', 'cat']",2019-08-01 00:00:00,Q3,3
564,"['access', 'database', 'fight', 'crime', 'shut']","['also', 'lost', 'linx', 'linx', 'database', 'designed', 'managed', 'u', 'military', 'participating', 'law', 'enforcement', 'agency', 'across']",2019-08-01 00:00:00,Q3,3
565,"['incumbent', 'council', 'member', 'surviving', 'primary', 'challenge', 'early', 'election', 'result']","['batch', 'election', 'result', 'wednesday', 'change', 'council', 'chief', 'pugel', 'wednesday']",2019-08-01 00:00:00,Q3,3
566,"['investigate', 'shot', 'buttock', 'lake']","['detective', 'gang', 'unit', 'investigating', 'thursday', 'lake', 'neighborhood']",2019-08-01 00:00:00,Q3,3
567,"['cps', 'imposter', 'tried', 'take', 'son', 'note', 'inconsistency', 'statement']","['marysville', 'received', 'additional', 'report', 'bogus', 'cps', 'worker', 'trying', 'take', 'child', 'spokesperson']",2019-08-01 00:00:00,Q3,3
568,"['leave', 'traffic', 'enforcement', 'professional', 'viral', 'video']","['leave', 'traffic', 'enforcement', 'professional', 'sean', 'whitcomb', 'inspired', 'mendez', 'video', 'people', 'showed']",2019-08-01 00:00:00,Q3,3
569,"['video', 'appears', 'show', 'entering', 'home', 'choking', 'teen']","['bradford', 'stewart', 'attorney', 'village', 'carpentersville', 'village', 'take', 'interaction', 'public']",2019-08-01 00:00:00,Q3,3
570,"['delridge', 'day', '2019', 'went', 'little', 'hitch', 'morning', 'rain']","['hand', 'force', 'recruiting', 'showing', 'bomb', 'robot', 'handing', 'candy', 'giving', 'away', 'free', 'ice', 'cream']",2019-08-01 00:00:00,Q3,3
571,"['edgewood', 'using', 'doorbell', 'security', 'camera', 'help', 'solve', 'crime']","['edgewood', 'first', 'state', 'amazon', 'ring', 'community', 'average', 'people', 'help', 'solve', 'crime', 'moreira', 'family']",2019-08-01 00:00:00,Q3,3
572,"['councilmember', 'lorena', 'gonzález', 'eye', 'run', 'washington', 'state', 'attorney', 'general']","['councilmember', 'lorena', 'gonzález', 'launching', 'campaign', 'washington', 'internal', 'disciplinary', 'system']",2019-08-01 00:00:00,Q3,3
573,"['lynnwood', 'gun', 'store', 'owner', 'stopped', 'identity', 'thief', 'buying', 'gun']","['passed', 'background', 'check', 'even', 'approved', 'purchase', 'thing', 'standing', 'gun', 'attentive']",2019-08-01 00:00:00,Q3,3
574,"['wapato', 'fire', 'chief', 'month', 'yakima', 'booted']","['wapato', 'chief', 'dominic', 'rizzi', 'fired', 'official', 'rizzi', 'previously', 'served', 'chief', 'yakima', 'six']",2019-08-01 00:00:00,Q3,3
575,"['sends', 'tone', 'deaf', 'response', 'pioneer', 'square', 'collins', 'pub', 'assault']","['tired', 'minimal', 'result', 'knew', 'would', 'come', 'calling', 'howard', 'tried', 'different', 'approach', 'reached']",2019-08-01 00:00:00,Q3,3
576,"['father', '2', 'rainier', 'beach', 'official', 'charge', 'intimidated', 'bar', 'patron', 'gun']","['remains', 'king', 'county', 'jail', 'lieu', '5', 'million', 'bail', 'jail', 'record', 'derrick', 'holland']",2019-08-01 00:00:00,Q3,3
577,"['florida', 'escort', 'fallen', 'son', 'first', 'day', 'kindergarten']","['missing', 'alongside', 'dad', 'bill', 'sergeant', 'west', 'palm', 'beach', 'lost', 'battle', 'cancer', 'le', 'ago']",2019-08-01 00:00:00,Q3,3
578,"['release', 'video', 'suspect', 'deadly', 'westlake', 'station']","['released', 'surveillance', 'video', 'saturday', 'afternoon', 'suspected', 'gunman', 'friday', 'night', 'triple', 'westlake']",2019-09-01 00:00:00,Q3,0
579,"['pd', 'release', 'video', 'suspect', 'deadly', 'westlake', 'station']","['released', 'video', 'suspect', 'injured', 'others', 'friday', 'downtown', 'area']",2019-09-01 00:00:00,Q3,0
580,"['arrest', 'suspect', 'westlake', 'link', 'light', 'rail']","['anyone', 'still', 'information', 'asked']",2019-09-01 00:00:00,Q3,3
581,"['runner', 'cbs', 'lip', 'sync', 'rescue']","['competing', 'lip', 'sync', 'rescue', 'competition', 'tv', 'show', 'showcase', 'lip', 'sync', 'video', 'first', 'responder', 'around']",2019-09-01 00:00:00,Q3,3
582,"['critical', 'shortage', '100', 'left', 'last']","['leader', 'staff', 'hosted', 'briefing', 'recruitment', 'retention', 'problem', 'thursday', 'councilwoman', 'lorena', 'gonzalez']",2019-09-01 00:00:00,Q3,3
583,"['suspect', 'westlake', 'station', 'arrested']","['assistant', 'chief', 'deanna', 'nollette', 'argument', 'turned', 'violent', 'around', '9', '20', 'p', 'fired', 'gun', 'striking', 'three', 'people', 'sending', 'others']",2019-09-01 00:00:00,Q3,3
584,"['mayor', 'announces', '1', '6', 'million', 'investment', 'hire', 'retain']","['like', 'many', 'across', 'nation', 'facing', 'staffing', 'shortage', 'challenge', 'recruiting']",2019-09-01 00:00:00,Q3,3
585,"['heroin', 'cocaine', 'meth', 'pill', 'gun', 'cash', 'recovered']","['information', 'blotter', 'around', '5', '30', 'pm', 'saturday', 'member', 'west', 'precinct', 'anti', 'crime', 'team', 'narcotic', 'unit']",2019-09-01 00:00:00,Q3,3
586,"['sting', 'u', 'unlocked', 'bike', 'bait', 'outside', 'goodwill']","['started', 'wheeling', 'around', 'goodwill', 'parking', 'lot', 'belonged', 'anyone', 'belong', 'someone', 'cop']",2019-09-01 00:00:00,Q3,3
587,"['recognize', 'men', 'suspected', 'pharmacy', 'burglary']","['detective', 'lead', 'finding', 'group', 'burglar', 'targeting', 'pharmacy', 'medical', 'facility']",2019-09-01 00:00:00,Q3,3
588,"['11', 'arrested', 'climate', 'activist', 'protest', 'jpmorgan', 'chase', 'location']","['11', 'arrested', 'climate', 'activist', 'protest', 'jpmorgan', 'chase', 'location', 'chase', 'location']",2019-09-01 00:00:00,Q3,2
589,"['using', 'barber', 'skill', 'connect', 'community']","['cutting', 'jones', 'hair', 'lucas', 'would', 'talk', 'like', 'lyndell', 'would', 'complain']",2019-09-01 00:00:00,Q3,3
590,"['suspect', 'deadly', 'westlake', 'station', 'charged', 'premeditated', 'murder']","['screenshot', 'surveillance', 'video', 'suspected', 'gunman', 'exit', 'westlake', 'courtesy']",2019-09-01 00:00:00,Q3,3
591,"['mayor', 'durkan', 'pitch', '2020', 'budget', 'let', 'take', 'progressive', 'value', 'turn', 'action']","['late', 'last', 'secured', 'union', 'contract', 'saw', 'voter', 'approve', 'seven', '600', 'million', 'plus', 'education', 'levy']",2019-09-01 00:00:00,Q3,3
592,"['bellevue', 'pd', 'reach', 'huge', 'milestone', 'current', 'job', 'opening']","['last', 'week', 'mayor', 'jenny', 'durkan', 'rolled', 'multi', 'point', 'plan', 'increase', 'public', 'safety', 'includes', '1', '6', 'million', 'recruit', 'keep']",2019-09-01 00:00:00,Q3,3
593,"['vow', 'address', 'crisis', 'missing', 'murdered', 'indigenous']","['council', 'adopted', 'resolution', 'monday', 'acknowledging', 'violence', 'monday', 'resolution', 'asks', 'improve', 'response', 'time']",2019-09-01 00:00:00,Q3,3
594,"['2', 'body', 'recovered', 'lake', 'washington', 'missing', 'boater', 'medical', 'examiner']","['found', 'le', 'nguyen', 'cellphone', 'identification', 'card', 'board', 'u', 'coast', 'guard', 'joined', 'mercer', 'island']",2019-09-01 00:00:00,Q3,3
595,"['body', 'found', 'lake', 'washington', 'presumed', 'missing', 'boater']","['news', 'release', 'mercer', 'island', 'body', 'marine', 'spent', 'many', 'hour', 'scouring', 'lake']",2019-09-01 00:00:00,Q3,3
596,"['australian', 'hold', 'remembrance', 'ceremony', 'alaska', 'visit']","['dallas', 'massie', 'died', 'traffic', 'accident', 'thursday', 'night', 'chief', 'inspector', 'shari', 'allison', 'south', 'wale', 'recited', 'prayer']",2019-09-01 00:00:00,Q3,3
597,"['hiring', 'crisis', 'easing', 'study', 'show']","['hiring', 'crisis', 'starting', 'improve', 'takeaway', 'workgroup', 'conducted', 'six', 'month', 'study']",2019-09-01 00:00:00,Q3,3
598,"['drug', 'found', 'stored', 'waffle', 'ice', 'cream', 'seized', 'home']","['investigator', 'seized', 'methamphetamine', 'cocaine', 'heroin', 'handgun', 'large', 'amount', 'cash', 'home', 'saturday']",2019-09-01 00:00:00,Q3,3
599,"['audio', 'released', 'aberdeen', 'involved']","['kris', 'fitzpatrick', '200', 'block', 'east', 'heron', 'green', 'shirt', 'see', 'went', 'aberdeen', 'patrol', 'sergeant', 'radio']",2019-09-01 00:00:00,Q3,3
600,"['bellevue', 'arrest', '4', 'people', 'april', 'fatal', '18', 'found', 'dead', 'park']","['three', 'men', '15', 'arrested', 'connection', 'killing', '18', 'found', 'bellevue', 'park', 'april', 'bellevue']",2019-09-01 00:00:00,Q3,2
601,"['family', 'shot', 'back', 'tacoma']","['messed', 'need', 'admit', 'messed', '33', 'branch', 'tacoma', 'four']",2019-09-01 00:00:00,Q3,7
602,"['internet', 'age', 'crime', 'swatting', 'prevent']","['swatting', 'category', 'crime', 'emerging', 'internet', 'age', 'taking', 'innovative', 'step', 'protect', 'people']",2019-09-01 00:00:00,Q3,3
603,"['assigned', 'clean', 'homeless', 'camp', 'file', '10', 'million', 'claim', 'alleges', 'polluted', 'site', 'made', 'sick']","['assigned', 'harbor', 'patrol', 'unit', 'gifford', 'among', 'navigation', 'team', 'outreach', 'worker', 'assigned']",2019-09-01 00:00:00,Q3,3
604,"['bellevue', 'give', 'injured', 'owl', 'ride', 'photo', 'hoot']","['thursday', 'morning', 'noticed', 'injured', 'owl', 'side', 'road', 'decided', 'try', 'get', 'help', 'shared', 'twitter']",2019-09-01 00:00:00,Q3,3
605,"['20', 'westlake', 'station', 'suspect', 'held', '2m', 'bail']","['screenshot', 'surveillance', 'video', 'suspected', 'gunman', 'exit', 'westlake', 'courtesy']",2019-09-01 00:00:00,Q3,3
606,"['human', 'remains', 'found', 'black', 'diamond', 'sheriff', 'detective', 'investigating']","['black', 'diamond', 'belongs', '12', 'member', 'coalition', 'small', 'agency', 'activating', 'coalition', 'major', 'crime', 'unit']",2019-09-01 00:00:00,Q3,3
607,"['delay', 'charleena', 'lyles', 'inquest', 'hearing', 'likely']","['lyles', 'pregnant', 'mother', 'four', 'inside', 'northeast', 'apartment', 'june', '2017']",2019-09-01 00:00:00,Q3,3
608,"['despite', 'rampant', 'bad', 'driving', 'ticket', 'traffic', 'violation', '40', 'since', '2015']","['frown', 'traffic', 'vigilantism', 'clear', 'footage', 'people', 'taking', 'street', 'see']",2019-09-01 00:00:00,Q3,3
609,"['district', '2', 'candidate', 'tammy', 'morale', 'mark', 'solomon']","['must', 'hire', 'solomon', 'contended', 'noting', 'population', 'crime', 'prevention', 'coordinator']",2019-09-01 00:00:00,Q3,3
610,"['investigate', 'outside', 'applebee', 'renton']","['renton', 'investigating', 'occurred', 'monday', 'taken', 'harborview', 'medical', 'center']",2019-09-01 00:00:00,Q3,3
611,"['gun', 'turned', 'extreme', 'risk', 'protection', 'order']","['order', 'served', 'last', 'week', 'voluntarily', 'turned', 'eighteen', 'firearm', 'inside', 'west', 'home', 'firearm', 'submitted']",2019-09-01 00:00:00,Q3,3
612,"['reform', 'advocate', 'receives', 'macarthur', 'genius', 'grant', 'renewed', 'hope', 'people', 'support', 'shift']","['defender', 'association', 'daugaard', 'challenged', 'court', 'saw', 'selective', 'enforcement', 'drug', 'case']",2019-09-01 00:00:00,Q3,3
613,"['kent', 'launch', 'body', 'camera', 'program']","['kent', 'joined', 'handful', 'washington', 'including', 'related', 'everett', 'testing', 'body', 'camera']",2019-09-01 00:00:00,Q3,3
614,"['2', 'people', 'missing', 'boat', 'found', 'unoccupied', 'lake', 'washington']","['burien', 'believed', 'missing', 'boat', 'lake', 'washington', 'mercer', 'island']",2019-09-01 00:00:00,Q3,3
615,"['recruitment', 'issue', 'come', 'blue']","['certainly', 'challenge', 'area', 'specific', 'ongoing', 'recruitment', 'challenge', 'nationwide']",2019-09-01 00:00:00,Q3,3
616,"['identify', 'carjacking', 'suspect']","['three', 'suspect', 'got', 'car', 'fled', 'scene', 'find', 'key', 'vehicle', 'credit']",2019-09-01 00:00:00,Q3,3
617,"['citizen', 'set', 'sting', 'buy', 'back', 'stolen', 'stuff', 'show']","['first', 'presented', 'story', 'pushed', 'back', 'suggest', 'citizen', 'go', 'meet', 'criminal', 'thief']",2019-09-01 00:00:00,Q3,3
618,"['traffic', 'law', 'must', 'enforced']","['seems', 'priority', 'backward', 'traffic', 'enforcement', 'unit', 'directed', 'enforcing', 'law']",2019-09-01 00:00:00,Q3,3
619,"['thousand', 'fentanyl', 'pill', 'firearm', 'drug', 'found', 'sammamish', 'drug', 'bust']","['drug', 'drug', 'bust', 'friday', 'sammamish', 'home', 'detective', 'also', 'seized', '5', '000', 'mdma', 'pill']",2019-09-01 00:00:00,Q3,3
620,"['federal', 'court', 'ruling', 'boise', 'homeless', 'camping', 'ban', 'rippled', 'across', 'west']","['need', 'protect', 'society', 'people', 'sleeping', 'sgt', 'craig', 'nixon', 'boise', 'micro', 'district', 'bike', 'patrol', 'talk', 'sgt', 'craig']",2019-09-01 00:00:00,Q3,3
621,"['alleged', 'bike', 'riding', 'gunman', 'shot', 'charged']","['watch', 'deputy', 'chief', 'brendan', 'deenihan', 'talk', 'capture', 'michael', 'blackman', 'facebook', 'posted', 'chicago']",2019-09-01 00:00:00,Q3,3
622,"['200', '000', 'worth', 'heroin', 'seized', 'seatac', 'involved', 'high', 'level', 'drug', 'dealing', 'prosecutor']","['though', 'charging', 'document', 'major', 'crime', 'task', 'force', 'began', 'investigating', 'pigott', 'item', 'posted', 'last', 'week']",2019-09-01 00:00:00,Q3,3
623,"['quest', 'stop', 'shoplifting', 'neighborhood']","['safeway', 'working', 'closely', 'south', 'precinct', 'address', 'shoplifting', 'safety', 'concern', 'store', 'rainier']",2019-09-01 00:00:00,Q3,3
624,"['difference', 'jim', 'pugel', 'andrew', 'lewis', 'detail', 'emerge', 'district', '7', 'council', 'debate']","['detail', 'emerge', 'district', '7', 'council', 'debate', 'pugel', '60', 'spent', 'career', 'served', 'interim']",2019-09-01 00:00:00,Q3,4
625,"['bellevue', 'become', 'washington', 'close', 'hiring', 'gap']","['bellevue', 'hit', 'milestone', 'month', 'hiring', 'enough', 'eliminate', 'vacancy', 'first', 'time', 'since', 'least', '2011']",2019-09-01 00:00:00,Q3,3
626,"['edmonds', 'find', 'fleeing', 'suspect', 'drone', 'kiro', '7']","['taken', 'custody', 'fled', 'stolen', 'vehicle', 'thursday', 'morning', 'edmonds', '10', 'incident', 'started']",2019-09-01 00:00:00,Q3,3
627,"['search', 'missing', 'boater', 'lake', 'washington', 'recovery', 'effort']","['search', 'began', 'monday', 'night', 'called', 'empty', 'boat', 'anyone', 'information', 'mercer', 'island']",2019-09-01 00:00:00,Q3,3
628,"['free', 'course', 'de', 'moines', 'offering', 'active', 'shooter', 'training', 'public']","['de', 'moines', 'want', 'people', 'prepared', 'find', 'middle', 'active', 'shooter', 'situation', 'image', 'la', 'vega']",2019-09-01 00:00:00,Q3,3
629,"['heroin', 'methamphetamine', 'fentanyl', 'discovered', 'search']","['course', 'ongoing', 'criminal', 'investigation', 'assistance', 'swat', 'major', 'crime', 'task', 'force', 'detective']",2019-09-01 00:00:00,Q3,5
630,"['resolve', 'help', 'end', 'violence', 'indigenous']","['resolution', 'mayor', 'jenny', 'durkan', 'human', 'service', 'work', 'directly']",2019-09-01 00:00:00,Q3,3
631,"['investigation', 'lead', 'smoke', 'shop', 'closure', 'arrest', 'manager', 'allegedly', 'selling', 'drug', 'minor']","['month', 'investigation', 'maple', 'valley', 'led', 'closure', 'smoke', 'shop', 'arrest', 'manager', 'allegedly', 'selling']",2019-09-01 00:00:00,Q3,5
632,"['suspicious', 'activity', 'spot', 'n', 'truck', 'tukwila']","['could', 'california', 'iconic', 'burger', 'chain', 'coming', 'soon', 'washington', 'update', 'tukwila', 'since', 'learned', 'n', 'truck', 'heading']",2019-09-01 00:00:00,Q3,3
633,"['previous', 'lynnwood', 'chief', 'reflects', 'unbelievable']","['screenshot', 'video', 'obtained', 'redmond', 'show', 'richard', 'sherman', 'trying', 'break', 'redmond', 'former', 'seahawks', 'player', 'richard', 'sherman', 'charged']",2019-09-01 00:00:00,Q3,3
634,"['york', 'shot', 'bronx']","['27', 'suspect', 'also', 'five', 'fired', 'official', 'pronounced', 'dead', 'scene', 'publicly']",2019-09-01 00:00:00,Q3,0
635,"['national', 'model', 'enables', 'addiction', 'ignores', 'public', 'safety']","['drug', 'use', 'requires', 'drug', 'trafficking', 'drug', 'trafficking', 'connected', 'gun', 'violence', 'recent', 'time', 'news', 'story']",2019-09-01 00:00:00,Q3,3
636,"['internet', 'overrun', 'image', 'child', 'sexual', 'abuse', 'went', 'wrong']","['time', 'reviewed', '10', '000', 'page', 'court', 'document', 'child', 'sex', 'crime', '10', 'los', 'angeles']",2019-09-01 00:00:00,Q3,3
637,"['24', 'critically', 'injured', 'lake']","['anyone', 'information', 'urged', 'violent', 'crime']",2019-09-01 00:00:00,Q3,3
638,"['public', 'crisis', 'private', 'toll', 'private', 'psychiatric', 'hospital']","['navos', 'west', 'county', 'medical', 'examiner', 'record', 'collaboratively', 'tukwila', 'reduce']",2019-09-01 00:00:00,Q3,3
639,"['found', 'dead', 'middle', 'federal', 'way', 'highway']","['bystander', 'flagged', 'ambulance', 'happened', 'driving', 'medic', 'performed', 'cpr', 'could', 'revived', 'could']",2019-09-01 00:00:00,Q3,3
640,"['surveillance', 'video', 'released', 'suspect', 'deadly', 'westlake', 'station']","['anyone', 'info']",2019-09-01 00:00:00,Q3,3
641,"['renton', 'family', 'shaken', 'possible', 'victim', 'swatting']","['renton', 'false', 'report', 'often', 'described', 'recently', 'rolled', 'technology', 'help']",2019-09-01 00:00:00,Q3,3
642,"['mistrial', 'pullman', 'ex', 'cop', 'accused', 'sex', 'misconduct', 'drunk', 'wsu', 'freshman']","['moscow', 'pullman', 'daily', 'news', 'hargraves', '19', 'veteran', 'pullman', 'arrested', 'last', 'october', 'charging', 'paper']",2019-09-01 00:00:00,Q3,2
643,"['lockdown', 'meadowdale', 'high', 'lifted', 'earlier', 'report', 'possible', 'gun', 'nearby', 'park']","['lynnwood', 'tweeted', 'lockdown', 'around', '11', '40', 'saying', 'initiated', 'report', 'gun', 'possibly', 'shown', 'park']",2019-09-01 00:00:00,Q3,3
644,"['previous', 'unbelievable', 'story', 'lynnwood', 'teen', 'rape', 'retold']","['2008', 'lynnwood', 'teen', 'told', 'raped', 'believe', 'wrong', 'story', 'retold', 'netflix', 'series']",2019-09-01 00:00:00,Q3,3
645,"['juarez', 'sattler', 'spar', 'contentious', 'council', 'district']","['challenger', 'ann', 'davison', 'sattler', 'relentlessly', 'attacked', 'work', 'council', 'opponent', 'councilmember', 'debora', 'juarez', 'debate', 'saturday']",2019-09-01 00:00:00,Q3,4
646,"['red', 'light', 'runner', 'paying', 'body', 'camera', 'kent']","['kent', 'become', 'latest', 'puget', 'sound', 'area', 'equip', 'kent', 'join', 'spokane', 'tukwila', 'using']",2019-09-01 00:00:00,Q3,3
647,"['vying', 'vote', 'interview', 'council', 'district', '2', 'candidate']","['solomon', 'longtime', 'crime', 'prevention', 'coordinator', 'conservative', 'approach', 'recognizes', 'need']",2019-09-01 00:00:00,Q3,3
648,"['uw', 'student', 'hit', 'driver', 'seriously', 'hurt', 'running', 'around', 'green', 'lake']","['statement', 'collision', 'occurred', '5', 'p', '6700', 'block', 'aurora', 'avenue', 'north', 'close', 'path']",2019-09-01 00:00:00,Q3,3
649,"['2', 'friend', 'still', 'missing', 'empty', 'boat', 'found', 'mercer', 'island', 'phone', 'id', 'onboard']","['vanna', 'nguyen', 'james', 'le', 'spent', 'monday', 'biking', 'around', 'west', 'alki', 'mercer', 'island', 'harbor', 'unit', 'u']",2019-09-01 00:00:00,Q3,3
650,"['fear', 'permeates', 'street']","['get', 'rewarded', 'fight', 'southwest', 'precinct', 'crime', 'prevention', 'coordinator', 'jennifer', 'danner', 'agreed']",2019-09-01 00:00:00,Q3,3
651,"['strauss', 'clash', 'homelessness', 'sweep', 'district', '6']","['want', 'precinct', 'north', 'point', 'urged', 'audience', 'vote', 'initiative', '976', 'would', 'roll', 'back', 'car', 'tab', 'tax']",2019-09-01 00:00:00,Q3,3
652,"['renton', 'respond', 'possible', 'turn']","['renton', 'respond', 'possible', 'turn', 'swatting', 'runner', 'cbs', 'lip', 'sync', 'rescue', 'competition', 'teacher']",2019-09-01 00:00:00,Q3,3
653,"['washington', 'murder', 'suspect', 'arrested', 'louisiana']","['shawn', 'cooke', 'allegedly', 'shot', 'parking', 'lot', 'louisiana', 'well', 'fife', 'dedicated', 'countless']",2019-09-01 00:00:00,Q3,6
654,"['update', 'flipped', 'car', 'crash', '49th', 'spokane', 'west']","['sure', 'working', 'many', 'certainly', 'cannot', 'safely', 'legally', 'yes', 'everywhere', 'time']",2019-09-01 00:00:00,Q3,3
655,"['group', 'warned', 'germany', 'russia', 'threat', 'slain', 'georgian']","['rare', 'step', 'berlin', 'published', 'photograph', 'suspect', 'called', 'anyone', 'saw', 'day', 'killing', 'knew']",2019-09-01 00:00:00,Q3,0
656,"['gang', 'factor', 'tacoma', 'homicide', 'rate']","['24', 'people', '21', 'men', 'three', 'victim', 'homicide', 'sept', 'statistic', 'otherwise']",2019-09-01 00:00:00,Q3,3
657,"['teen', 'livestreamed', 'crash', 'mother', 'injured', 'toddler', 'tukwila']","['time', 'generally', 'identify', 'juvenile', 'defendant', 'unless', 'tukwila', 'explorer', 'program', 'teen', 'interested']",2019-09-01 00:00:00,Q3,3
658,"['giving', 'parking', 'ticket', 'homeless', 'pay']","['asked', 'court', 'referred', 'kiro', 'radio', 'waiting', 'hear', 'back', 'subscribe', 'mynorthwest', 'com', 'breaking', 'news', 'alert']",2019-09-01 00:00:00,Q3,3
659,"['vancouver', 'locate', 'missing', 'hudson', 'bay', 'high', 'school', 'student']","['update', 'vancouver', 'detective', 'located', 'elishah', 'saheb', 'monday', 'morning', 'thanks', 'community', 'help', 'case']",2019-09-01 00:00:00,Q3,3
660,"['metro', 'bus', 'camera', 'capture', 'violence', 'passenger']","['teenage', 'suspect', 'arrested', 'president', 'king', 'county', 'metro', 'driver', 'union', 'atu', '587', 'decade']",2019-09-01 00:00:00,Q3,2
661,"['homeless', 'rv', 'camper', 'nuisance', 'business', 'interbay']","['angier', 'add', 'empathizes', 'issued', '72', 'hour', 'parking', 'notice', 'camper', 'west', 'armory', 'way']",2019-09-01 00:00:00,Q3,3
662,"['student', 'gun', 'put', 'tacoma', 'mount', 'tahoma', 'h', 'lockdown']","['see', 'something', 'something', 'campaign', 'tacoma', 'worked', 'perfectly', 'today', 'dan', 'voelpel', 'tacoma', 'public', 'school']",2019-09-01 00:00:00,Q3,7
663,"['rantz', 'business', 'rip', 'council', 'incompetence', 'scathing', 'viral', 'letter']","['spice', 'slam', 'passing', 'head', 'tax', 'adequately', 'addressing', 'affordability', 'crisis', 'staffing', 'crisis']",2019-09-01 00:00:00,Q3,3
